backCamImage,frontCamImage,numberFrontCam,numberBackCam,vehicleNumberUser,vehicleTypeUser,vehicleRfid,metroText,serial,numberFrontCam1
2023-08-13/d54d8d32-6f3f-4d12-b10b-23c90233f2fd_b.jpg,2023-08-13/d54d8d32-6f3f-4d12-b10b-23c90233f2fd_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 10 D3 00 01 ,,,-1
2023-08-13/db9a6a33-6fb7-4f35-a480-eca3dbbd8a22_b.jpg,2023-08-13/db9a6a33-6fb7-4f35-a480-eca3dbbd8a22_f.jpg,১১-০৪৬৯,-1,11069,3/4 Wheelers Motorized,42 52 54 41 FF 43 0F 0B 01 D5 00 01 ,,,১১-০৪৬৯
2023-08-13/0a7d4f3e-0f4d-4487-a3c9-cff688ad36bc_b.jpg,2023-08-13/0a7d4f3e-0f4d-4487-a3c9-cff688ad36bc_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 1A 17 00 05 00 01 ,,,
2023-08-13/562b0b94-5486-4a58-b85d-4b3175f3b801_b.jpg,2023-08-13/562b0b94-5486-4a58-b85d-4b3175f3b801_f.jpg,-1,-1,1,4 Wheelers,E2 00 00 16 12 0A 02 23 07 90 C8 55 ,,,-1
2023-08-13/a618c47e-67c7-4e09-bf3c-6b779293dd35_b.jpg,2023-08-13/a618c47e-67c7-4e09-bf3c-6b779293dd35_f.jpg,১-০৮১৯,-1,10819,Microbus,42 52 54 41 FF 02 19 34 03 33 00 01 ,,,১-০৮১৯
2023-08-13/e87fc571-ba13-494d-80eb-2f7ed8dacb60_b.jpg,2023-08-13/e87fc571-ba13-494d-80eb-2f7ed8dacb60_f.jpg,২০-০৬৫,-1,20065,Microbus,42 52 54 41 FF 02 19 14 02 90 00 01 ,,,২০-০৬৫
2023-08-13/746158b1-1aec-4488-92b5-297d1e6c97ed_b.jpg,2023-08-13/746158b1-1aec-4488-92b5-297d1e6c97ed_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 02 14 44 03 39 00 01 ,,,-1
2023-08-13/4c7ce5c7-5f24-424a-9a6e-a7d1404d750e_b.jpg,2023-08-13/4c7ce5c7-5f24-424a-9a6e-a7d1404d750e_f.jpg,৪৩-8৩০১,-1,NULL,NULL,42 52 54 41 FF 02 0F 2B 10 CD 00 01 ,,,৪৩-8৩০১
2023-08-13/aae83477-e9fa-4614-b51e-e7e85b73384e_b.jpg,2023-08-13/aae83477-e9fa-4614-b51e-e7e85b73384e_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0B 1B 33 00 01 ,,,-1
2023-08-13/435f1d2f-df84-42fa-9b6a-2a71c2302607_b.jpg,2023-08-13/435f1d2f-df84-42fa-9b6a-2a71c2302607_f.jpg,৩২-৯৩৬৮,-1,329368,Sedan Car,42 52 54 41 FF 02 0F 20 24 98 00 01 ,,,৩২-৯৩৬৮
2023-08-13/730b9252-b486-4e42-a483-211e46aa3faf_b.jpg,2023-08-13/730b9252-b486-4e42-a483-211e46aa3faf_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 18 06 40 00 01 ,,,-1
2023-08-13/70e39dd7-e2fb-4d80-a056-f15f94995563_b.jpg,2023-08-13/70e39dd7-e2fb-4d80-a056-f15f94995563_f.jpg,১৬-৬৪৫৩,-1,16653,Microbus,42 52 54 41 FF 02 06 0D 01 C5 00 01 ,,,১৬-৬৪৫৩
2023-08-13/31136fb6-fe5d-45d4-a05a-7b93db45aae4_b.jpg,2023-08-13/31136fb6-fe5d-45d4-a05a-7b93db45aae4_f.jpg,১৬-০১৫৮,-1,160158,Microbus,42 52 54 41 FF 02 19 10 00 9E 00 01 ,,,১৬-০১৫৮
2023-08-13/4e4e1b30-cf87-482b-9cee-ec45ad56c9fc_b.jpg,2023-08-13/4e4e1b30-cf87-482b-9cee-ec45ad56c9fc_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 1A 0B 0C FD 00 01 ,,,-1
2023-08-13/7c21566c-17e8-48ec-9a78-33a150d66229_b.jpg,2023-08-13/7c21566c-17e8-48ec-9a78-33a150d66229_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0A 0E 0D 9D 00 01 ,,,-1
2023-08-13/83fa66fa-df8e-455e-96e6-c91e89d76e9d_b.jpg,2023-08-13/83fa66fa-df8e-455e-96e6-c91e89d76e9d_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 38 17 FB 00 01 ,,,-1
2023-08-13/c39bfdbe-4107-496e-ac27-50dd5b49dcf4_b.jpg,2023-08-13/c39bfdbe-4107-496e-ac27-50dd5b49dcf4_f.jpg,-1,-1,NULL,NULL,3B E1 00 00 24 95 C4 4E 00 00 00 85 ,,,-1
2023-08-13/f0601088-623f-4dc4-9510-b908e6d989ba_b.jpg,2023-08-13/f0601088-623f-4dc4-9510-b908e6d989ba_f.jpg,১৩-০৫৮৮,-1,NULL,NULL,42 52 54 41 FF 02 1A 0D 02 4C 00 01 ,,,১৩-০৫৮৮
2023-08-13/eec6029f-81f9-49b2-8ecd-ddd49d6c143f_b.jpg,2023-08-13/eec6029f-81f9-49b2-8ecd-ddd49d6c143f_f.jpg,২-০৮০৫,-1,20805,Sedan Car,42 52 54 41 FF 02 1A 16 03 25 00 01 ,,,২-০৮০৫
2023-08-13/9acdcf1e-4c7c-48b6-afee-4441f0863393_b.jpg,2023-08-13/9acdcf1e-4c7c-48b6-afee-4441f0863393_f.jpg,১৮-৪৩০৯,-1,18309,Sedan Car,42 52 54 41 FF 02 1A 12 10 D5 00 01 ,,,১৮-৪৩০৯
2023-08-13/56429ead-4ef4-4aad-b310-6017ddd2d423_b.jpg,2023-08-13/56429ead-4ef4-4aad-b310-6017ddd2d423_f.jpg,,-1,1,4 Wheelers,42 52 54 41 FF 43 0A 0B 08 FF 00 01 ,,,
2023-08-13/5858e295-9d51-4627-8af1-5977e1cbb142_b.jpg,2023-08-13/5858e295-9d51-4627-8af1-5977e1cbb142_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 02 1E 0F 24 A5 00 01 ,,,-1
2023-08-13/0c71ee38-8410-4ed3-80fd-d76c147b4ee5_b.jpg,2023-08-13/0c71ee38-8410-4ed3-80fd-d76c147b4ee5_f.jpg,-1,-1,1,VIP - Toll Free,42 52 54 41 FF 37 13 0B 11 EA 00 01 ,,,-1
2023-08-13/4fea6fc1-b7d6-43c7-995b-893a960c9241_b.jpg,2023-08-13/4fea6fc1-b7d6-43c7-995b-893a960c9241_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 1A 0F 00 EE 00 01 ,,,-1
2023-08-13/824c1f7b-25cc-421f-95b7-dd1107e111a1_b.jpg,2023-08-13/824c1f7b-25cc-421f-95b7-dd1107e111a1_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 1F 16 4C 00 01 ,,,-1
2023-08-13/e7fc87c1-2fdf-4fd1-a854-9c462c78350a_b.jpg,2023-08-13/e7fc87c1-2fdf-4fd1-a854-9c462c78350a_f.jpg,১২-০২৭৬,-1,120276,Sedan Car,42 52 54 41 FF 02 10 0C 01 14 00 01 ,,,১২-০২৭৬
2023-08-13/bf5436dc-4805-4699-8f30-5b845870ad18_b.jpg,2023-08-13/bf5436dc-4805-4699-8f30-5b845870ad18_f.jpg,|9)8|0,-1,940,Sedan Car,42 52 54 41 FF 02 0F 27 1C AC 00 01 ,,,|9)8|0
2023-08-13/525ecb35-a15d-4996-939a-da75aae555de_b.jpg,2023-08-13/525ecb35-a15d-4996-939a-da75aae555de_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 14 0A 6D 00 01 ,,,-1
2023-08-13/6ba8ae87-d822-49c0-81c1-43db6eac03d2_b.jpg,2023-08-13/6ba8ae87-d822-49c0-81c1-43db6eac03d2_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 0F 14 00 01 ,,,-1
2023-08-13/77144547-27b4-4deb-80e5-44ff41101b86_b.jpg,2023-08-13/77144547-27b4-4deb-80e5-44ff41101b86_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 06 14 0D 17 F2 00 01 ,,,-1
2023-08-13/2c32f9ad-160e-4e81-b4ff-7f5ea3874e94_b.jpg,2023-08-13/2c32f9ad-160e-4e81-b4ff-7f5ea3874e94_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 02 1E 0F 16 23 00 01 ,,,-1
2023-08-13/c1f94240-c810-496e-9b3d-5737755d4b18_b.jpg,2023-08-13/c1f94240-c810-496e-9b3d-5737755d4b18_f.jpg,-1,-1,NULL,NULL,42 52 D4 41 FF 02 1E 0F 16 23 00 01 ,,,-1
2023-08-13/956e518c-430f-4a7f-9cce-cc38364db03b_b.jpg,2023-08-13/956e518c-430f-4a7f-9cce-cc38364db03b_f.jpg,২৮-০৬৩০,-1,280630,Sedan Car,42 52 54 41 FF 02 0F 1C 02 76 00 01 ,,,২৮-০৬৩০
2023-08-13/26ae17c5-93f4-4570-a04d-6ab355de93d3_b.jpg,2023-08-13/26ae17c5-93f4-4570-a04d-6ab355de93d3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 13 0B 0B 66 00 01 ,,,-1
2023-08-13/0e91b572-cab9-47b6-86a1-c37b02e45d4a_b.jpg,2023-08-13/0e91b572-cab9-47b6-86a1-c37b02e45d4a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 13 0B 17 72 00 01 ,,,-1
2023-08-13/b6c6aeed-0ef8-4eda-ab7c-6a1ac854b9d6_b.jpg,2023-08-13/b6c6aeed-0ef8-4eda-ab7c-6a1ac854b9d6_f.jpg,ভ১$ ১৮৮১,-1,11881,Medium Truck,42 52 54 41 FF 36 09 0B 07 61 00 01 ,,,ভ১$ ১৮৮১
2023-08-13/05420618-9c4f-4a3c-913e-d0b69f8f33ee_b.jpg,2023-08-13/05420618-9c4f-4a3c-913e-d0b69f8f33ee_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 16 B2 00 01 ,,,-1
2023-08-13/d368bb45-9f96-472d-91f1-88e05c591df4_b.jpg,2023-08-13/d368bb45-9f96-472d-91f1-88e05c591df4_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0E 11 F3 00 01 ,,,-1
2023-08-13/d4c62ba1-8827-46fb-886d-0c133a023aac_b.jpg,2023-08-13/d4c62ba1-8827-46fb-886d-0c133a023aac_f.jpg,-1,-1,NULL,NULL,E2 00 51 39 69 01 01 06 03 40 EE 5D ,,,-1
2023-08-13/6d12e7b9-952c-4f93-8ed4-66d76ef36d4f_b.jpg,2023-08-13/6d12e7b9-952c-4f93-8ed4-66d76ef36d4f_f.jpg,-1,-1,1,VIP - Toll Free,42 52 54 41 FF 02 0F 11 17 4D 00 01 ,,,-1
2023-08-13/669531d4-21ea-4019-bad5-5ef8fb4db21d_b.jpg,2023-08-13/669531d4-21ea-4019-bad5-5ef8fb4db21d_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 12 22 65 00 01 ,,,-1
2023-08-13/fc2eebaa-d2f2-4c84-8d1a-08997446bd63_b.jpg,2023-08-13/fc2eebaa-d2f2-4c84-8d1a-08997446bd63_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 13 1B 02 00 01 ,,,-1
2023-08-13/afef437b-49bd-4b67-be4c-cda0783d83c0_b.jpg,2023-08-13/afef437b-49bd-4b67-be4c-cda0783d83c0_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0E 1B 49 00 01 ,,,-1
2023-08-13/4bf9b4e5-92dc-4390-9768-082014a8913d_b.jpg,2023-08-13/4bf9b4e5-92dc-4390-9768-082014a8913d_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 13 09 9D 00 01 ,,,-1
2023-08-13/2f9641f5-604a-4eac-b161-8ae5e960767a_b.jpg,2023-08-13/2f9641f5-604a-4eac-b161-8ae5e960767a_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0B 22 F9 00 01 ,,,-1
2023-08-13/779d3b43-04e9-4c9e-9e64-5cf3c263fed2_b.jpg,2023-08-13/779d3b43-04e9-4c9e-9e64-5cf3c263fed2_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 08 0C 0D 15 00 01 ,,,-1
2023-08-13/af55b1e9-7841-4eec-9f18-f594ffb998f4_b.jpg,2023-08-13/af55b1e9-7841-4eec-9f18-f594ffb998f4_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 1A 0F 1F CB 00 01 ,,,-1
2023-08-13/67784009-5a25-48f1-bc5c-0b565d8ce19b_b.jpg,2023-08-13/67784009-5a25-48f1-bc5c-0b565d8ce19b_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 0F 0E 7B 00 01 ,,,-1
2023-08-13/030ca4c4-e52d-4e14-9d91-73468dc01abe_b.jpg,2023-08-13/030ca4c4-e52d-4e14-9d91-73468dc01abe_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 28 0B DC 00 01 ,,,-1
2023-08-13/02d00bc3-d23d-4fe6-ad73-e5f179187290_b.jpg,2023-08-13/02d00bc3-d23d-4fe6-ad73-e5f179187290_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 25 C7 DF 40 ,,,-1
2023-08-13/eb417098-2f3d-436a-b1d6-18740d7c2724_b.jpg,2023-08-13/eb417098-2f3d-436a-b1d6-18740d7c2724_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 06 14 0D 10 4E 00 01 ,,,-1
2023-08-13/2be61339-3c18-4773-a921-a528a4c4aed9_b.jpg,2023-08-13/2be61339-3c18-4773-a921-a528a4c4aed9_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 38 00 AF 00 01 ,,,-1
2023-08-13/43b6b484-dd19-4db9-9004-e6461fd828f7_b.jpg,2023-08-13/43b6b484-dd19-4db9-9004-e6461fd828f7_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 2F 0D 44 00 01 ,,,
2023-08-13/f221f9fd-656a-4ab1-a1c6-92f458624e70_b.jpg,2023-08-13/f221f9fd-656a-4ab1-a1c6-92f458624e70_f.jpg,২৭-৬৩৫১,-1,276351,Sedan Car,42 52 54 41 FF 02 0F 1B 18 CF 00 01 ,,,২৭-৬৩৫১
2023-08-13/ba2c0e60-b5d2-4326-9ad6-2ba0f4ca378f_b.jpg,2023-08-13/ba2c0e60-b5d2-4326-9ad6-2ba0f4ca378f_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 1A 11 19 AB 00 01 ,,,-1
2023-08-13/a48738e1-2da7-47c4-8e15-a861fc37855f_b.jpg,2023-08-13/a48738e1-2da7-47c4-8e15-a861fc37855f_f.jpg,-1,-1,1,Medium Truck,34 16 1F A8 20 32 89 72 26 E1 1E A0 ,,,-1
2023-08-13/e24c24e9-5c34-41eb-be14-6187a3254406_b.jpg,2023-08-13/e24c24e9-5c34-41eb-be14-6187a3254406_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 26 E1 1E A0 ,,,-1
2023-08-13/479cea84-70bb-4b46-b497-7a8044fde421_b.jpg,2023-08-13/479cea84-70bb-4b46-b497-7a8044fde421_f.jpg,-1,-1,1,Mini Bus/Coster,42 52 54 41 FF 24 13 0B 16 52 00 01 ,,,-1
2023-08-13/8677411b-d6a1-4944-a49a-d5d5a82f759f_b.jpg,2023-08-13/8677411b-d6a1-4944-a49a-d5d5a82f759f_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 13 0E 7E 00 01 ,,,-1
2023-08-13/ef465293-31d9-4ea2-a5c5-6ecf66f31ed8_b.jpg,2023-08-13/ef465293-31d9-4ea2-a5c5-6ecf66f31ed8_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 43 09 0B 07 A4 00 01 ,,,-1
2023-08-13/5b9d1353-f017-4ded-b8e9-88df18ce7238_b.jpg,2023-08-13/5b9d1353-f017-4ded-b8e9-88df18ce7238_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 14 1E 0B 00 E5 00 01 ,,,-1
2023-08-13/99309435-f2bb-4280-9c1e-edaac453c5b5_b.jpg,2023-08-13/99309435-f2bb-4280-9c1e-edaac453c5b5_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 09 0D 22 B6 00 01 ,,,-1
2023-08-13/b8454286-dc96-470c-b2e1-20a9bcd655d4_b.jpg,2023-08-13/b8454286-dc96-470c-b2e1-20a9bcd655d4_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 13 0E A7 00 01 ,,,-1
2023-08-13/a2ec330e-155c-4895-ba1d-f7b0d8143d1e_b.jpg,2023-08-13/a2ec330e-155c-4895-ba1d-f7b0d8143d1e_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0B 23 C8 00 01 ,,,-1
2023-08-13/21024944-d2dc-4caf-b7c9-9fd620444d58_b.jpg,2023-08-13/21024944-d2dc-4caf-b7c9-9fd620444d58_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 0F 16 B1 00 01 ,,,-1
2023-08-13/d17978a2-728b-4b6e-88c9-78bdd313721e_b.jpg,2023-08-13/d17978a2-728b-4b6e-88c9-78bdd313721e_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0B 26 DA 00 01 ,,,-1
2023-08-13/7d478020-f07f-4a86-a059-4a45cffa49d2_b.jpg,2023-08-13/7d478020-f07f-4a86-a059-4a45cffa49d2_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 14 1A B1 00 01 ,,,-1
2023-08-13/ca23ed71-c9d9-47db-9c72-094359ba6581_b.jpg,2023-08-13/ca23ed71-c9d9-47db-9c72-094359ba6581_f.jpg,-1,-1,1,Medium Truck,34 16 1F A8 20 32 89 72 2C 9C 51 20 ,,,-1
2023-08-13/f42c6692-14ab-4aef-aad8-16619ec81e1f_b.jpg,2023-08-13/f42c6692-14ab-4aef-aad8-16619ec81e1f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 0C 7B 00 01 ,,,-1
2023-08-13/29ef26d4-6b36-4d7e-aaab-59f976ee4b8f_b.jpg,2023-08-13/29ef26d4-6b36-4d7e-aaab-59f976ee4b8f_f.jpg,ন-১১-৩৪৫৩,-1,11353,4 Wheelers,42 52 54 41 FF 24 14 0B 1E A4 00 01 ,,,ন-১১-৩৪৫৩
2023-08-13/c67bdfe8-d44a-4d44-8bc6-ac7250375497_b.jpg,2023-08-13/c67bdfe8-d44a-4d44-8bc6-ac7250375497_f.jpg,-1,-1,1,Medium Truck,34 16 1F A8 20 32 89 72 26 5E A7 20 ,,,-1
2023-08-13/bbc8957d-53b9-4ca7-bd41-2fba5faf05b6_b.jpg,2023-08-13/bbc8957d-53b9-4ca7-bd41-2fba5faf05b6_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 17 15 00 01 ,,,-1
2023-08-13/762739a2-2c6a-4b66-81ae-5825fb60ed6d_b.jpg,2023-08-13/762739a2-2c6a-4b66-81ae-5825fb60ed6d_f.jpg,২০-৩০৫৯,-1,203059,Heavy Truck,42 52 54 41 FF 24 14 0B 22 63 00 01 ,,,২০-৩০৫৯
2023-08-13/95bf1db8-4946-431c-b575-fe0a54902c54_b.jpg,2023-08-13/95bf1db8-4946-431c-b575-fe0a54902c54_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 24 13 0B 17 72 00 01 ,,,-1
2023-08-13/abd90953-ee57-4759-9c57-3b67e1daf35d_b.jpg,2023-08-13/abd90953-ee57-4759-9c57-3b67e1daf35d_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 08 09 0B 26 4A 00 01 ,,,-1
2023-08-13/1b7a39d9-2931-49f3-b024-97471e31ba95_b.jpg,2023-08-13/1b7a39d9-2931-49f3-b024-97471e31ba95_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 14 AA 00 01 ,,,-1
2023-08-13/f0593b5d-6369-49b8-9725-9905742d5061_b.jpg,2023-08-13/f0593b5d-6369-49b8-9725-9905742d5061_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 05 36 0D D6 00 04 ,,,-1
2023-08-13/6b1a0add-a764-47fa-88c0-dd6bc7be1f47_b.jpg,2023-08-13/6b1a0add-a764-47fa-88c0-dd6bc7be1f47_f.jpg,১১ প৯৯৪,-1,1199,Medium Truck,42 52 54 41 FF 08 08 0B 03 E2 00 01 ,,,১১ প৯৯৪
2023-08-13/997a13b4-9bb3-426d-a315-529151466131_b.jpg,2023-08-13/997a13b4-9bb3-426d-a315-529151466131_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 0C A2 00 01 ,,,-1
2023-08-13/985e65e4-662a-46c0-850f-abba6c190165_b.jpg,2023-08-13/985e65e4-662a-46c0-850f-abba6c190165_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 37 13 0B 11 BA 00 01 ,,,-1
2023-08-13/aa922c58-dc33-4678-a588-81a0c05aa9f0_b.jpg,2023-08-13/aa922c58-dc33-4678-a588-81a0c05aa9f0_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 13 0F 0C 00 01 ,,,-1
2023-08-13/ddc5510e-c4d5-4ec3-9271-3a65aba9bfad_b.jpg,2023-08-13/ddc5510e-c4d5-4ec3-9271-3a65aba9bfad_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 16 BC 00 01 ,,,-1
2023-08-13/13c62fab-1e2b-4bf9-a845-6aada634e8d5_b.jpg,2023-08-13/13c62fab-1e2b-4bf9-a845-6aada634e8d5_f.jpg,২২৫১৩০,-1,225130,Heavy Truck,42 52 54 41 FF 02 09 16 14 0A 00 01 ,,,২২৫১৩০
2023-08-13/b6eab83e-a10d-441b-8be5-7c7cc38bdb14_b.jpg,2023-08-13/b6eab83e-a10d-441b-8be5-7c7cc38bdb14_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 0B 17 CC 00 01 ,,,-1
2023-08-13/56860ce1-e00f-4830-b073-2d975e23fb4f_b.jpg,2023-08-13/56860ce1-e00f-4830-b073-2d975e23fb4f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 15 0C BD 00 01 ,,,-1
2023-08-13/2d90e4e0-8bb9-40f2-ab85-c3b698688c9f_b.jpg,2023-08-13/2d90e4e0-8bb9-40f2-ab85-c3b698688c9f_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 02 0A 17 02 83 00 01 ,,,-1
2023-08-13/787e2c06-7c3a-479d-a166-a9f4c280a3d3_b.jpg,2023-08-13/787e2c06-7c3a-479d-a166-a9f4c280a3d3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0B 25 39 00 01 ,,,-1
2023-08-13/056596cf-d503-4c25-b2ee-2257d8a53202_b.jpg,2023-08-13/056596cf-d503-4c25-b2ee-2257d8a53202_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 37 14 0B 1C 51 00 01 ,,,
2023-08-13/6eaf63ee-b82d-436b-ba38-e3554075d7ea_b.jpg,2023-08-13/6eaf63ee-b82d-436b-ba38-e3554075d7ea_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 0E 18 A4 00 01 ,,,-1
2023-08-13/6c00eb42-2bae-4ac4-a9c4-26aed9836240_b.jpg,2023-08-13/6c00eb42-2bae-4ac4-a9c4-26aed9836240_f.jpg,-1,-1,1,VIP - Toll Free,E2 00 51 39 69 01 01 06 03 40 EE 5D ,,,-1
2023-08-13/57df0474-7153-4ad0-8818-27e1796f2980_b.jpg,2023-08-13/57df0474-7153-4ad0-8818-27e1796f2980_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0E 1F BF 00 01 ,,,-1
2023-08-13/38fa9019-fc8d-4cf6-90cb-ecbc159170b1_b.jpg,2023-08-13/38fa9019-fc8d-4cf6-90cb-ecbc159170b1_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 13 11 0D 00 01 ,,,-1
2023-08-13/43ad5f43-0a0a-475d-b34e-c403c6eba5ec_b.jpg,2023-08-13/43ad5f43-0a0a-475d-b34e-c403c6eba5ec_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 16 20 C6 00 01 ,,,
2023-08-13/605c4bbc-3c1a-47db-a50d-3df0fc40f9de_b.jpg,2023-08-13/605c4bbc-3c1a-47db-a50d-3df0fc40f9de_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 16 25 32 00 01 ,,,-1
2023-08-13/404b6c3e-bdae-41db-b062-9440a5584295_b.jpg,2023-08-13/404b6c3e-bdae-41db-b062-9440a5584295_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 37 14 0C 0A 02 00 01 ,,,-1
2023-08-13/239ec658-0c6a-4786-9172-145f36db4e4f_b.jpg,2023-08-13/239ec658-0c6a-4786-9172-145f36db4e4f_f.jpg,-1,-1,1,Mini Truck,34 16 1F A8 20 32 89 72 2C 9B F1 00 ,,,-1
2023-08-13/dbddbc0e-3c88-422a-a2ae-c109dd9d8ea5_b.jpg,2023-08-13/dbddbc0e-3c88-422a-a2ae-c109dd9d8ea5_f.jpg,[$২-৪৬8০,-1,2640,Sedan Car,42 52 54 41 FF 06 14 0B 21 E6 00 01 ,,,[$২-৪৬8০
2023-08-13/b937d980-b2bc-4cd7-8c91-acef10c1bd41_b.jpg,2023-08-13/b937d980-b2bc-4cd7-8c91-acef10c1bd41_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 27 08 11 00 01 ,,,-1
2023-08-13/2b0ba4b2-1232-485f-8c69-2833fa25719d_b.jpg,2023-08-13/2b0ba4b2-1232-485f-8c69-2833fa25719d_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 17 02 84 00 01 ,,,-1
2023-08-13/a2974378-e889-4a30-a5f2-908d32034265_b.jpg,2023-08-13/a2974378-e889-4a30-a5f2-908d32034265_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 09 16 24 20 00 01 ,,,-1
2023-08-13/8af0d925-7d5e-4685-a97f-253160217980_b.jpg,2023-08-13/8af0d925-7d5e-4685-a97f-253160217980_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 18 18 51 00 01 ,,,-1
2023-08-13/bca39a4e-5ceb-4713-8576-602475d8c763_b.jpg,2023-08-13/bca39a4e-5ceb-4713-8576-602475d8c763_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 16 22 7B 00 01 ,,,-1
2023-08-13/5bb4a583-63f5-4e04-bafa-84fb9225e252_b.jpg,2023-08-13/5bb4a583-63f5-4e04-bafa-84fb9225e252_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 14 0E 2C 00 01 ,,,-1
2023-08-13/0fe4686e-7271-4f44-bebd-ade9b9c4c027_b.jpg,2023-08-13/0fe4686e-7271-4f44-bebd-ade9b9c4c027_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 09 16 00 8D 00 01 ,,,-1
2023-08-13/65b68489-c444-47ec-8578-d8467d9ad10b_b.jpg,2023-08-13/65b68489-c444-47ec-8578-d8467d9ad10b_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 11 09 0B 09 1B 00 01 ,,,-1
